"ID","text"
"Health03628","My knee hurts when I walk"
"Health03629","I can't stop coughing"
"Health03630","My knee hurts when I play squash"
"Health03631","Surgical wound infections"
"Health03632","i can't ride my car at night because i have blurry vision."
"Health03633","i have issue with my skin"
"Health03634","I have this strange rash on my arm."
"Health03635","fell skull is cracked like nuts"
"Health03636","i have muscle pain at my left leg."
"Health03637","I need a kind of cream wich make my muscles more relaxed"
"Health03638","I feel something hurt me in taking breath and I cant take my breath"
"Health03639","It is like I have a needle pushing through my heart."
"Health03640","I used to be out of breath after going up a dozen of stairs, but now I struggle to breath even when I sit down."
"Health03641","There is so much pain when I move my arm."
"Health03642","When I bend over I get a shooting pain down my back"
"Health03643","The area around my heart doesn't feel good."
"Health03644","My shoulder has agreat pain"
"Health03645","It is like I have a needle pushing through my heart."
"Health03646","I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
"Health03647","I feel a burning sensation in my guts about 2 hours after each meal."
"Health03648","i'm disappointed"
"Health03649","i feel weak"
"Health03650","I need a kind of cream wich make my muscles more relaxed"
"Health03651","Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel."
"Health03652","Why is my shoulder aching when I try to pick up the laundry?"
"Health03653","i have muscle pain at my left leg."
"Health03654","i feel pain in my stomach"
"Health03655","I have difficulty in breathing in crowded places."
"Health03656","I feel pain in the lower back"
"Health03657","My face break out badly every month around my cycle."
"Health03658","I have a dull ache in my head"
"Health03659","His infected wound was beginning to rot."
"Health03660","I feel cold although we are in summer."
"Health03661","I have a foot ache in winter, or when it feels cold, why?"
"Health03662","heavy breath with fatigue"
"Health03663","My biceps started aching after I went to the gym"
"Health03664","I'm not feeling good I can't take my breath"
"Health03665","My body feels weak and I tried to make it relax but it stills pain me"
"Health03666","I have blurred vision."
"Health03667","using hair tonic"
"Health03668","My shoulder hurts me so much"
"Health03669","I can't work good I have a pain in my knee"
"Health03670","I feel like the world goes round and round"
"Health03671","I feel great pain in the head"
"Health03672","i walked a long for 3 km, i feel pain in my foot like foot ache"
"Health03673","When I stand up too quickly I start to feel dizzy and light-headed"
"Health03674","I've noticed my hair falling out a lot lately."
"Health03675","Pain in the large neck"
"Health03676","My wound opened up again"
"Health03677","i hit the ground when trying to shoot a basketball"
"Health03678","My son has a lot of acne."
"Health03679","Every time it rains I get hives on my belly and sides."
"Health03680","I can't walk because i have a great foot ache"
"Health03681","longitudinal burning line across back with hard respiratory movements"
"Health03682","I hardly have enough stength to get up,"
"Health03683","i have issue with my skin"
"Health03684","My ear hurts when I touch it."
"Health03685","I usually have a bad cough when I get flu."
"Health03686","I feel a sharp pain in my head when I think too hard."
"Health03687","My body feels weak and i think that my face is fade and i can't sleep well"
"Health03688","When I tried to take care if my hair I found that it is falling out"
"Health03689","My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
"Health03690","I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise."
"Health03691","There are lots of hairs on my pillow in the morning."
"Health03692","I can't turn my neck to the left without feeling a stabbing pain"
"Health03693","My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
"Health03694","When I play sports  I have some burning sensation in my spine"
"Health03695","My acne is really embarassing. It's so read."
"Health03696","My acne itches and oozes."
"Health03697","It itches inside my ears."
"Health03698","Even if the temperature is high in the house,  my body is always cold"
"Health03699","I am worried for my driving, because I can barely focus when I am at the wheel, my eyes feel teary."
"Health03700","I have a red rash that is itchy on my skin"
"Health03701","My head is so heavy can't think normally"
"Health03702","I feel a sharp pain in the stomach after eating"
"Health03703","My chest hurts when I go to take a breath"
"Health03704","I'm not feeling good I get infection wound"
"Health03705","Every time I look to left I feel a sharp pain in my neck."
"Health03706","I'm not hearing well I have problem with my ear"
"Health03707","when i wake up in the morning i feel dizzy"
"Health03708","I feel a pain in my back"
"Health03709","I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise."
"Health03710","I've got a hard time to breath- am I having a heart attack?"
"Health03711","I've been feeling very sad lately"
"Health03712","When i'm doing sport I have pain under my skin"
"Health03713","I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
"Health03714","I have a cut that has become red and oozes puss."
"Health03715","I have a split on my thumb that will not heal."
"Health03716","i feel pain in my foot"
"Health03717","i feel dizzy after severe diarrhea"
"Health03718","I feel like the room is spinning"
"Health03719","I feel pain in my neck while I'm working."
"Health03720","I lose a lot of my hair"
"Health03721","I've had this cough for two weeks."
"Health03722","I feel pain when parting loved ones"
"Health03723","After an hard working day I have foot ache"
"Health03724","I think my wound is infected"
"Health03725","i feel pain in my knee"
"Health03726","i have pain like needles in my joints."
"Health03727","I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back."
"Health03728","Sometimes my body feels week without reason"
"Health03729","I'm in need for a treatment for my hair fall"
"Health03730","I have a lot of mucus when I cough."
"Health03731","I visited many doctors but they can't find the right treatment toget my hair back"
"Health03732","When I walk up a flight of stairs, my right knee hurts."
"Health03733","Is pimples a skin disease?"
"Health03734","I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break."
"Health03735","I feel really sad all the time."
"Health03736","Every morning when I wake up my neck feels like I slept on in wrong."
"Health03737","I have a head pain every single day."
"Health03738","Since I went into the forest  I have pain on my ear"
"Health03739","I have shooting pains up and down my back."
"Health03740","I feel a strange and powerful pain inside my rib cage"
"Health03741","When i'm doing sport I have pain under my skin"
"Health03742","My knees seem to grind as I go up or down stairs."
"Health03743","I feel dizzy whenever I stand up."
"Health03744","I feel a great amount of pressure of my head."
"Health03745","I made lots and lots of analysis to know the main reason for my stomach ache"
"Health03746","i was injured during football match, i was diagnosed with Cruciate ligament"
"Health03747","i have shoulder pain after doing any home work."
"Health03748","I have a powerful pain inside my neck"
"Health03749","It hurts when I raise my arm up"
"Health03750","I must see a doctor i have an open wound"
"Health03751","i hit the ground when trying to shoot a basketball"
"Health03752","My head hurts and I lose the sensation in my face, then lose sight in my eye"
"Health03753","i can't breath because of  Cough"
"Health03754","I can hardly move my neck.  It hurts."
"Health03755","My sore looks like its not healing well."
"Health03756","Even though I'm an adult my face keeps breaking out in pimples."
"Health03757","i have a strong shoulder pain"
"Health03758","I cut my finger opening a can, it won't stop bleeding and the wound is gaping and open"
"Health03759","surgical wounds red, firing pus, painful and hot to the touch"
"Health03760","I have a sharp pain in my lower stomach."
"Health03761","I have a dull ache in  my lower back which makes it difficult to move"
"Health03762","I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better."
"Health03763","My joints ache whenever it is cold"
"Health03764","I visited many doctors but they can't find the right treatment toget my hair back"
"Health03765","there pain in my foot"
"Health03766","When I was young I had an injury from sports in my knee."
"Health03767","Chronic bone disease at the level of the doubles of the lower Estremidades"
"Health03768","I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help"
"Health03769","My stomach feels starts hurting but then it feels better after I eat something mild."
"Health03770","My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected."
"Health03771","I get clusters of pimples on my face that never go away."
"Health03772","My heart hurts when I exercise"
"Health03773","I can't carry anything I have a pain in my shoulder"
"Health03774","I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up."
"Health03775","My upper back has been sore for a week."
"Health03776","I feel like I went to an acupuncture's practice and had 100 needles in my shoulder"
"Health03777","My shower drain is full of hair every time."
"Health03778","I have pain in my colon and my stomach like something cutting it"
"Health03779","I cut my hand a couple of weeks ago and even though I keep using an antibiotic cream it's not getting better."
"Health03780","my temperature dropped and my body get synosed"
"Health03781","I'm in need for a treatment for my hair fall"
"Health03782","My head hurts and I lose the sensation in my face, then lose sight in my eye"
"Health03783","When I stand up too quick my vision is blurry."
"Health03784","My body feels weak after my first day in the gym, why?"
"Health03785","My hair is coming out in chunks, especially when I wash it"
"Health03786","My ear hurts and it's worse when I swallow.  My ear is very painful and Tylenol hasn't helped."
"Health03787","I get chills and aches all over."
"Health03788","When I walk up a flight of stairs, my right knee hurts."
"Health03789","i have pain but i can't specify place"
"Health03790","I feel a sharp pain in my stomach"
"Health03791","My stomach has been sore since yesterday."
"Health03792","fell skull is cracked like nuts"
"Health03793","I have a headache every time I eat ice cream"
"Health03794","My calves feel like they are tight as knots and are throbbing"
"Health03795","I have a dull ache in my head"
"Health03796","At first it feels really numb, but then a thousand needles start to prick through my foot."
"Health03797","I can't work good I have a pain in my knee"
"Health03798","I feel fluid trying to come up when I cough."
"Health03799","i have a problem in my back i cannot extend it"
"Health03800","These red spots on my cheeks are new. What is it?"
"Health03801","When i eat i feel my stomach hurts"
"Health03802","When I stand up, I feel like I'm going to fall down instantly"
"Health03803","I had a pain in my knee when I was swimming"
"Health03804","My stomach aches when I eat hot food, why?"
"Health03805","My back hurts a lot when I bend"
"Health03806","when i wake up in the morning i feel dizzy"
"Health03807","heart aches so much"
"Health03808","My kee is swallowing which indicates i have an infected wound"
"Health03809","longitudinal burning line across back with hard respiratory movements"
"Health03810","I'm not feeling good I get infection wound"
"Health03811","I get big patches of irritated pimples on my back and they hurt."
"Health03812","I feel emotionally crushed"
"Health03813","I couldn't stop shaking or unclench my jaw, that's how cold I was."
"Health03814","I'm not hearing well I have problem with my ear"
"Health03815","There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens."
"Health03816","My acne is really embarassing. It's so read."
"Health03817","I can't turn my neck to the left without feeling a stabbing pain"
"Health03818","There is a tingling sensation in my neck."
"Health03819","I think there's fluid in my ears."
"Health03820","My heart feels like it's going to explode."
"Health03821","My mind feels very sad, as if it hurts.  The way I feel in my head is awful and when I think about my break-up, I cry with sadness."
"Health03822","It feels like my heart is going to leap out of my body. It hurts."
"Health03823","I have constant stomach pain and bloating."
"Health03824","After a breakup  I feel something strange in me."
"Health03825","I have some pain when i'm walking around my knees"
"Health03826","My hair is falling out in bunches."
"Health03827","It itches inside my ears."
"Health03828","When I walk up a flight of stairs, my right knee hurts."
"Health03829","My daughter had her ears pierced and one of her ear lobes is bright red and burning hot."
"Health03830","I feel a sharp pain in my ankle joint when I stand."
"Health03831","I feel a clicking sensation in my knee each time I step."
"Health03832","I have pimples in patches along with a lot of redness on my face."
"Health03833","When I go to stand, my head starts swirling"
"Health03834","discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen."
"Health03835","I feel cold when the night comes"
"Health03836","heart aches so much"
"Health03837","Is there a cure for acne?"
"Health03838","I had internal pain and gases when I ate indian spicy food yesterday"
"Health03839","I have a red rash that is itchy on my skin"
"Health03840","I can't walk well I have an ache in my foot"
"Health03841","I always feel like I have menstrual pains even if I don't have my period."
"Health03842","My foot had been aching since last Tuesday."
"Health03843","I feel like l fell in hot water"
"Health03844","I feel a sharp pain in my ankle joint when I stand."
"Health03845","When I brush my hair I notice big clumps of hair coming out in the brush."
"Health03846","I fell a stiffness in my elbows and shoulders"
"Health03847","I feel lightheaded when I stand up"
"Health03848","I feel dizzy and out of sight"
"Health03849","I can't carry anything I have a pain in my shoulder"
"Health03850","I tried alot of cream but i still feel the same skin problem"
"Health03851","I'm suffering from sharp cough Accompanied by  phlegm"
"Health03852","i feel pain in my stomach"
"Health03853","The acne was causing me to feel embarrassed."
"Health03854","i was playing football and injuried with joint pain."
"Health03855","My upper back has been sore for a week."
"Health03856","i feel pain in my foot"
"Health03857","I have a hair shortage"
"Health03858","i feel pain in my back"
"Health03859","I feel discomfort throughout the body in general"
"Health03860","My skin is itchy and inflamed"
"Health03861","I feel deep Tingling when I touch Acne followed by bad sensation"
"Health03862","I feel severe itching in the skin with redness"
"Health03863","My son got a tattoo several weeks ago and the skin around it is raised and hot and it looks infected."
"Health03864","i feel pain in my stomach"
"Health03865","I have a blurry vision during my swimming training in the pool, why?"
"Health03866","I m feeling cold though the temperature is high"
"Health03867","I feel increased heart rate with prick"
"Health03868","I tried alot of cream but i still feel the same skin problem"
"Health03869","I have a sharp pain in my neck"
"Health03870","My knees hurt so bad to walk that I stay sitting more than I should."
"Health03871","I feel pain in the lower back"
"Health03872","I'm not feeling good I can't take my breath"
"Health03873","I could not exercise because of my knee pain"
"Health03874","What's the symptoms of appendicitis?"
"Health03875","My husband left me for another woman, my heart hurts so badly to the point I can't eat or sleep."
"Health03876","I have a scab on the back of my hand that just won't go away."
"Health03877","I have constant stomach pain and bloating."
"Health03878","I have pain in my chest that saddens me."
"Health03879","I cut myself and I'm bleeding."
"Health03880","I am struggling to bear weight on my knee, when i stand straight I feel and hear a loud popping noise."
"Health03881","After playing tennis,  I had a powerful sensation close to my neck"
"Health03882","Is pimples a skin disease?"
"Health03883","My acne itches and oozes."
"Health03884","I have a scab on the back of my hand that just won't go away."
"Health03885","I've got a hard time to breath- am I having a heart attack?"
"Health03886","I feel really sad all the time."
"Health03887","Something dark is there on my arm"
"Health03888","I have a head pain every single day."
"Health03889","Mr hair is falling out just by combing it."
"Health03890","My shoulder hurts me so much"
"Health03891","The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
"Health03892","When I tried to be warm and wear more clothes I found that I was still cold"
"Health03893","I had a pain in my knee when I was swimming"
"Health03894","I think I overdid it when I carried all that lumber from the yard. My lower back is killing me."
"Health03895","When I stand up, I feel like I'm going to fall down instantly"
"Health03896","I have a cut on my foot that became infected from using the showers at the gym."
"Health03897","I noticed an important decrease in my vision when I try to look at things up close."
"Health03898","I was very active in sports but now my body is feeling pain."
"Health03899","My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
"Health03900","I hit myself and the would doesn't want to heal"
"Health03901","I've got a hard time to breath- am I having a heart attack?"
"Health03902","I have a head pain every single day."
"Health03903","When I play sports  I have some burning sensation in my spine"
"Health03904","Even if the temperature is high in the house,  my body is always cold"
"Health03905","When i'm driving my eyes see in double"
"Health03906","redness, swelling, and difficulty walking"
"Health03907","The area around my heart doesn't feel good."
"Health03908","My knees swell right below the knee cap and hurt when I put weight on them."
"Health03909","I have an ear ache when showering"
"Health03910","My infected wound caused a fever"
"Health03911","i have a pain in my elbow joint"
"Health03912","My head hurts when I'm doing this."
"Health03913","when i extend my leg there is pain in knee joint"
"Health03914","there is a red stain in my skin"
"Health03915","i can't see well"
"Health03916","My foot hurts and I can't turn it.  Maybe it's broken."
"Health03917","The pain is intense especially when I go down the stairs, it feels like something has snapped inside my knee."
"Health03918","The knee feels like it rusted and I suddenly cannot bend it anymore."
"Health03919","My knee is hurting so badly."
"Health03920","My ear hurts when I touch it."
"Health03921","I'm feeling nauseous"
"Health03922","my ear hurts me badly"
"Health03923","My chest hurts when I smoke"
"Health03924","When i get up i see my skin vague"
"Health03925","I have a pain in my muscle"
"Health03926","I feel cold when the night comes"
"Health03927","My joints feel swollen"
"Health03928","Have severe cold and cough"
"Health03929","I feel a sharp pain in the stomach after eating"
"Health03930","I have a mental suffering"
"Health03931","I started taking swimming lessons and I guess I swallowed too much water through my nose, because this sinusitis is killing me now."
"Health03932","I feel like I went to an acupuncture's practice and had 100 needles in my shoulder"
"Health03933","My shower drain is full of hair every time."
"Health03934","I love to garden but I get a terrible twinge in my lower back when I lean over."
"Health03935","My neck is annoying me I can't sleep bacause of it"
"Health03936","I feel severe itching in the skin with redness"
"Health03937","I have a sharp pain in my ear"
"Health03938","I have severe shoulder pain"
"Health03939","I am worried how cold intolerant I am, I am always shivering, even out in the sun."
"Health03940","My body feels weak after my first day in the gym, why?"
"Health03941","I had a sharp pain in my stomach"
"Health03942","Sharp pain and heavy breathing"
"Health03943","my back hurts me a lot"
"Health03944","When I walk it's hard to breath."
"Health03945","When i get up i see my skin vague"
"Health03946","My knee is hurting so badly."
"Health03947","My back hurts me and i can't bend it or walk"
"Health03948","I couldn't stop shaking or unclench my jaw, that's how cold I was."
"Health03949","I noticed an important decrease in my vision when I try to look at things up close."
"Health03950","I wake up with a stiff neck every morning.  Massage helps but then a couple of days later it's back again."
"Health03951","When I tried to be warm and wear more clothes I found that I was still cold"
"Health03952","I feel dizzy when I set in-front of my laptop for an hour or two, what possibly could be the reason?"
"Health03953","My shoulder has agreat pain"
"Health03954","I love to garden but I get a terrible twinge in my lower back when I lean over."
"Health03955","I have a pain in my stomach"
"Health03956","I was diagnosed with  B12-deficiency anemia, which explains why I always felt cold."
"Health03957","My upper back has been sore for a week."
"Health03958","i feel pain in my body"
"Health03959","I feel a tightness in my chest"
"Health03960","I feel pain in my eyes I can see fog"
"Health03961","I feel dizzy after doing a muscular effort."
"Health03962","My back hurts so much I can't bend down to tie my shoelaces."
"Health03963","I have a blurry vision and i can't see in the darkness , what is the reason doctor ?"
"Health03964","I could not exercise because of my knee pain"
"Health03965","i feel weak"
"Health03966","I have acne in my face and other problema in my derma like itching"
"Health03967","I feel like the room is spinning"
"Health03968","I tried alot of cream but i still feel the same skin problem"
"Health03969","there is a red stain in my skin"
"Health03970","stiffness inability to look right or left except by moving the whole body"
"Health03971","I have a headache every time I eat ice cream"
"Health03972","my abdominal muscles have great pain since i was at GYM"
"Health03973","I lose a lot of my hair"
"Health03974","My calves feel like they are tight as knots and are throbbing"
"Health03975","I feel joint pain every time I move"
"Health03976","I feel like the room is spinning"
"Health03977","I am always cold, even when I am wearing layers"
"Health03978","My stomach has been sore since yesterday."
"Health03979","i have injured myself during the soccer match"
"Health03980","I have blurry vision after I used a wrong medicine."
"Health03981","When my grand father died I felt a hard emotional pain"
"Health03982","I have a problem in the expiration because i have abronchial asthma"
"Health03983","I'm not good i'm feeling so cold"
"Health03984","I have an ear ache when showering"
"Health03985","When I wake up I am feeling cold"
"Health03986","I have pimples in patches along with a lot of redness on my face."
"Health03987","When I was young I had an injury from sports in my knee."
"Health03988","I feel discomfort throughout the body in general"
"Health03989","I feel depressed when I see my hair falling out"
"Health03990","there pain in my foot"
"Health03991","I have an internal pain I cannot describe"
"Health03992","My back hurts so much I can't bend down to tie my shoelaces."
"Health03993","I can't get a girlfriend because of my acne."
"Health03994","I complain alot with my neck pain and i really need to be better"
"Health03995","I have a blurry vision since I woke up this morning, what could be the reason?"
"Health03996","i was playing football and injuried with joint pain."
"Health03997","My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected."
"Health03998","Oh my heart hurts me I tried to be calm and I can't"
"Health03999","I feel a tightness in my chest"
"Health04000","I feel a burning sensation in my shoulder muscle."
"Health04001","When I was young I had an injury from sports in my knee."
"Health04002","I feel cold although we are in summer."
"Health04003","Oh my heart hurts me I tried to be calm and I can't"
"Health04004","i feel head ache"
"Health04005","i am feeling so dizzy, body is so fragile."
"Health04006","Feel like something is being jabbed into my joints"
"Health04007","My biceps started aching after I went to the gym"
"Health04008","I have a foot ache in winter, or when it feels cold, why?"
"Health04009","I've had this cough for two weeks."
"Health04010","I have a blurry vision since I woke up this morning, what could be the reason?"
"Health04011","I have difficulty in breathing in crowded places."
"Health04012","My acne gets worse when it is hot"
"Health04013","My back hurts so much I can't bend down to tie my shoelaces."
"Health04014","I have an open wound in my arm"
"Health04015","I feel pain when i think of her"
"Health04016","I have an internal pain I cannot describe"
"Health04017","My body feels weak and I tried to make it relax but it stills pain me"
"Health04018","My back got injured while i was lifting at the gym"
"Health04019","i feel pain in my stomach"
"Health04020","i cant sleep because of cough"
"Health04021","My face break out badly every month around my cycle."
"Health04022","i feel weak"
"Health04023","It is hard to breath when I am in the underground metro station, why?"
"Health04024","My hair is falling when I am combing it."
"Health04025","I get clusters of pimples on my face that never go away."
"Health04026","My foot hurts me a lot of playing football"
"Health04027","I have a pain in my joint"
"Health04028","I feel a tightness in my chest"
"Health04029","my hair falling out"
"Health04030","I fell a stiffness in my elbows and shoulders"
"Health04031","I have acne all over my face"
"Health04032","It feels like I can't take a deep breath"
"Health04033","I have a hair shortage"
"Health04034","I have a dry skin"
"Health04035","i can't move my leg, there is pain in the joint"
"Health04036","I can't get a girlfriend because of my acne."
"Health04037","I'm not good i feel dizzy"
"Health04038","i have difficulty moving my neck"
"Health04039","i was travelling by ship and i feel dizzy."
"Health04040","My calves feel like they are tight as knots and are throbbing"
"Health04041","stiffness inability to look right or left except by moving the whole body"
"Health04042","Sometimes when it is cold outside, my face hurts, especially around the pimples that are ready to pop."
"Health04043","I feel weak all over."
"Health04044","I feel like my heart is on fire."
"Health04045","I have a great stomach ache and i can't eat any thing"
"Health04046","itch at front and center of scalp"
"Health04047","I got acne when I ate chili"
"Health04048","I have shoulder pain when I try to carry my groceries."
"Health04049","When I lift my arms up I have a soreness in my shoulders"
"Health04050","I feel very hard to breathe"
"Health04051","When I stand up too quickly I start to feel dizzy and light-headed"
"Health04052","I love to walk and be outside but the bottoms of my feet get sore so quickly."
"Health04053","The area around my heart doesn't feel good."
"Health04054","I have a pain in my head"
"Health04055","My chest acne breaks out and never clears up."
"Health04056","The crushing sensation on my heart leaves me breathless."
"Health04057","I feel joint pain every time I move"
"Health04058","When get up I found that I have a stomach ache  and I tried to take medecine but my stomach still hurting me"
"Health04059","I have an ear ache when showering"
"Health04060","The pain in my back dwwls like a sharp knife in it"
"Health04061","My heart is beating fast and it scares me."
"Health04062","My daughter had her ears pierced and one of her ear lobes is bright red and burning hot."
"Health04063","I've been feeling very sad lately"
"Health04064","I had a cut that was stitched together but it is not healing.  It is oozing green puss and burns."
"Health04065","It hurts when I raise my arm up"
"Health04066","All my body is in a bad case and i need a good treatment"
"Health04067","There is pain in my joints. I can not bear pain"
"Health04068","I can't stand with this horrible feeling in my shoulder"
"Health04069","Can't keep focus"
"Health04070","i have a great pain in my foot like thrombing pain with relaxing my pain releif"
"Health04071","I feel a great amount of pressure of my head."
"Health04072","i have issue with my skin"
"Health04073","Surgical wound infections"
"Health04074","My body feels weak and i think that my face is fade and i can't sleep well"
"Health04075","The severe pain in the stomach I feel"
"Health04076","I can't stand up, I feel my brain is moving inside my skull."
"Health04077","I think I overdid it when I carried all that lumber from the yard. My lower back is killing me."
"Health04078","I have internal pain whenever I come down with a cold."
"Health04079","I feel pain in my neck after waking up"
"Health04080","You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously."
"Health04081","I have blurry vision after I used a wrong medicine."
"Health04082","I have eruptions on my face that come and go ."
"Health04083","I feel muscle pain every time I make an extra effort."
"Health04084","I am having running nose"
"Health04085","I usually have a bad cough when I get flu."
"Health04086","My chest acne breaks out and never clears up."
"Health04087","I have a hard muscle pain since i went to the gym"
"Health04088","I feel very hard to breathe"
"Health04089","My shoulder has agreat pain"
"Health04090","I feel a great pain in my shoulder when i try to lift something heavy"
"Health04091","I got acne when I ate chili"
"Health04092","I have a pain in my stomach"
"Health04093","I feel a soreness in my knees when I walk"
"Health04094","I have shoulder pain when I try to carry my groceries."
"Health04095","I feel a burning sensation in my guts about 2 hours after each meal."
"Health04096","I have a hard muscle pain since i went to the gym"
"Health04097","I have a ear ache when I go to the pool"
"Health04098","i have injured myself during the soccer match"
"Health04099","When I force my eyes to view I have blurry vision."
"Health04100","I am having running nose"
"Health04101","I felt my heart hurts when I ran for along distance"
"Health04102","fell skull is cracked like nuts"
"Health04103","I don't do anything at home and still I feel exhausted."
"Health04104","i was diagnosed with pneumonia, i can't breath easily."
"Health04105","My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing."
"Health04106","My hair is falling out after I take a shower."
"Health04107","My entire body is freezing."
"Health04108","I usually have a bad cough when I get flu."
"Health04109","I do not know why I feel cold"
"Health04110","The area around my heart doesn't feel good."
"Health04111","I don't have full range of motion with my arms"
"Health04112","The crushing sensation on my heart leaves me breathless."
"Health04113","I have a throbbing in my joints"
"Health04114","When I stand up too quickly I start to feel dizzy and light-headed"
"Health04115","When I move on my shoulder, pain shoots down my arm"
"Health04116","My nose is congested all the time and there's this gluey secretion in my throat that makes it impossible for me to sleep. I often have to nap sitting down."
"Health04117","My neck is annoying me I can't sleep bacause of it"
"Health04118","I have a back pain since I fell on the floor."
"Health04119","I have a problem in the expiration because i have abronchial asthma"
"Health04120","Why is my shoulder aching when I try to pick up the laundry?"
"Health04121","there is acne on my face"
"Health04122","Laceration, rupture or opening in the skin"
"Health04123","my hand open wound got infected"
"Health04124","I feel great pain in my feet after playing one of the sports games"
"Health04125","I feel like the room is spinning"
"Health04126","I hate my acne."
"Health04127","can't do any exercise, i feel weak"
"Health04128","My infected wound caused a fever"
"Health04129","There is an injured person"
"Health04130","Every time I take a deep breath I start coughing"
"Health04131","I have a sharp pain in my ear"
"Health04132","I feel pain in my joint after an injury in the last football match I played."
"Health04133","I have an indigestion"
"Health04134","I have a sharp pain in my lower stomach."
"Health04135","I feel dizzy when i make sudden movements"
"Health04136","Need to scratch my skin every minute"
"Health04137","i can't breath because of  Cough"
"Health04138","standing less than five minutes and my back start to ache"
"Health04139","The wound is still open"
"Health04140","I never had any acne problem until my last pregnancy, when all of a sudden my back got covered in zits."
"Health04141","I'm in need for a treatment for my hair fall"
"Health04142","i was injured during football match, i was diagnosed with Cruciate ligament"
"Health04143","It hurts when I bent my arm"
"Health04144","A terrible fall in hair"
"Health04145","my cbc report indicate 10 hb, i feel tired of little work."
"Health04146","Why is my shoulder aching when I try to pick up the laundry?"
"Health04147","I have a neck pain when I sit in-front of my laptop."
"Health04148","When I carry heavy things i feel like breaking my back"
"Health04149","I had alot of exercise yesterday so i feel sharp muscle pains"
"Health04150","my abdominal muscles have great pain since i was at GYM"
"Health04151","I can't really jump on my left foot because my triple fracture of the ankle left me with neverending pains."
"Health04152","There feels like a swollen knot at my shoulderblade with pain shooting from that"
"Health04153","I have a pain internal"
"Health04154","i have disterbance in my emotion"
"Health04155","I have cloudy eyes"
"Health04156","The warming system of my house is broken and  feel so cold"
"Health04157","I have a headache every time I eat ice cream"
"Health04158","I get a knee pain when I walk a lot"
"Health04159","I used to be out of breath after going up a dozen of stairs, but now I struggle to breath even when I sit down."
"Health04160","itch at front and center of scalp"
"Health04161","when i was washing my hair it was falling out heavily"
"Health04162","severe pain in the upper left side of chest and may have pain to back"
"Health04163","I have a pain in my head"
"Health04164","My hair is falling out after I take a shower."
"Health04165","I need a kind of cream wich make my muscles more relaxed"
"Health04166","I feel a pain in my back when I sit on a chair for long."
"Health04167","When my grand father died I felt a hard emotional pain"
"Health04168","Yesterday I had a shouder pain"
"Health04169","when i extend my leg there is pain in knee joint"
"Health04170","The crushing sensation on my heart leaves me breathless."
"Health04171","When I lift my arms up I have a soreness in my shoulders"
"Health04172","Had I stepped on a needle it wouldn't have hurt so much, like this damned spur in my heel."
"Health04173","i was diagnosed with pneumonia, i can't breath easily."
"Health04174","I am always cold, even when I am wearing layers"
"Health04175","I feel pain in my head with a vertigo"
"Health04176","redness, swelling, and difficulty walking"
"Health04177","My calves feel like they are tight as knots and are throbbing"
"Health04178","i feel head ache"
"Health04179","glass broken and wound my leg badly the wound is so wide"
"Health04180","I've had this cough for two weeks."
"Health04181","My back got injured while i was lifting at the gym"
"Health04182","I can't move my head up and down."
"Health04183","My acne gets worse when it is hot"
"Health04184","The last time I clipped my toenails, I cut them too short and now I have an infected nail."
"Health04185","I feel cold and chills even though my clothes are heavy"
"Health04186","I have a blurry vision after my head was hit yesterday."
"Health04187","You won't believe me, but this infected wound on my hand is from a paper cut I didn't take seriously."
"Health04188","I can't do anything I feel a weak in my body"
"Health04189","Every time I look to left I feel a sharp pain in my neck."
"Health04190","When I tried to take care if my hair I found that it is falling out"
"Health04191","The joints in my fingers are painful in the morning."
"Health04192","after playing football, i have muscle pain with my both legs."
"Health04193","My back hurts me and i can't bend it or walk"
"Health04194","I used alot of pain killer to get better but i still feel the same back pain"
"Health04195","When I stand up, I feel like I'm going to fall down instantly"
"Health04196","I had a pain in my knee when I was swimming"
"Health04197","There is a constant tickle in my throat"
"Health04198","I feel a sharp pain in my head when I think too hard."
"Health04199","I carried a heavy bag yesterday and when I get up today I felt a great shoulder pain."
"Health04200","I used alot of pain killer to get better but i still feel the same back pain"
