"ID","text",,,
"Religion0955","Revelation 21:5 (KJV)
.. Behold, I make all things new..

Matthew 19:14 (KJV)
But Jesus said, Suffer LITTLE CHILDREN, and forbid them not, to come unto me: FOR OF SUCH IS THE KINGDOM OF HEAVEN.

Isaiah 65:17 -&gt; Not remembering earth.

Reborn as a virgin. Reborn in Heaven.

#Jesus https://t.co/raFEOyfWOV",,,
"Religion0956","Thank you Lord for life, health, and strength 🙏🏾",,,
"Religion0957","Our hardship is not a sign of God's abandonment, but an evidence that God is equipping us to be more like Him--strong, mature, and complete. Keep holding onto Jesus as you let our heavenly Father have His way in your life. ❤️ https://t.co/TqchdOPLxq",,,
"Religion0958","The LORD will give grace and glory: no good thing will he withhold from them that walk uprightly. - Psalms 84:11

#PureDoctrinesOfChirst 
#GlobalPrayerForHumanity",,,
"Religion0959","@safakdawn @HeatherEHeying Not the same, unfortunately people in Middle East are hugely antisemitic, and that's mostly because of their amalgam between Jews and The Israeli crime state. However, whites in the overall are still seen as these intelligent, clean, civilized individuals.",,,
"Religion0960","@_VALKlNG Isn't the Lord wonderful 😇",,,
"Religion0961","#WATCH: CM Yogi Adityanath offers prayers to Lord Ram at Ram Janmabhoomi site.

The Chief Minister is in Ayodhya to take part in Deepotsav 2020. https://t.co/fj3FjecdNj",,,
"Religion0962","True, there is nothing in between. Either The Lord or the devil... https://t.co/u3lv5wwRXg",,,
"Religion0963","What excuse do we have for the sins we commit daily or occasionally when we meet our Lord?",,,
"Religion0964","@PastorDScott Jeremiah 23:16 This is what the LORD Almighty says: “Do not listen to what the prophets are prophesying to you; they fill you with false hopes. They speak visions from their own minds, not from the mouth of the LORD.",,,
"Religion0965","@HappyHippieRes The Good lord will perfect his healings powers upon her. Get well soon Jo.",,,
"Religion0966","8 “ ‘In that day,’ declares the LORD Almighty, ‘I will break the yoke off their necks and will tear off their bonds; no longer will foreigners enslave them.

Jeremiah 30

#PureDoctrinesOfChrist",,,
"Religion0967","@SkipToMyLu_ Jesus!",,,
"Religion0968","JESUS BLESSED THEM🙏🏼 https://t.co/byW35qcL71",,,
"Religion0969","Examine yourselves, whether ye be in the faith; prove your own selves. Know ye not your own selves, how that Jesus Christ is in you, except ye be reprobates?

(2 Corinthians 13:5, KJV)

#PureDoctrinesOfChrist",,,
"Religion0970","VERSE OF THE DAY

November 13

2 Kings 17:38-39

38 Do not forget the covenant I have made with you, and do not worship other gods. 39 Rather, worship the LORD your God; it is he who will deliver you from the hand of all your enemies.”",,,
"Religion0971","Let's all watch and discover the true teachings of our Lord Jesus Christ, happening soon...
#PureDoctrinesOfChrist https://t.co/sAKlNhEevJ",,,
"Religion0972","Through the chaos, I will be your joy
When you're finished, I have so much more
In the waiting, I'm an open door
Stand still and know, I am your Lord",,,
"Religion0973","Examine yourselves, whether ye be in the faith; prove your own selves. Know ye not your own selves, how that Jesus Christ is in you, except ye be reprobates?

(2 Corinthians 13:5, KJV)

#PureDoctrinesOfChrist",,,
"Religion0974","@JanetJackson we give thanks and praise to God we ask God in Jesus name to continue making us one family joining us Janet and Norman in holy matrimony Holy Communion this is a sacred ceremony not to be integrated with your woman in Jesus name we pray and Trust thank you God Amen https://t.co/Vy0U9iOhx5",,,
"Religion0975","Bhagyalaxmi Mata Mandir, Begum Bazar Chatri #Hyderabad invites all Bhakts to take blessings of Maa Lakshmi on the occasion of #Deepavali

PS: No Mask No Entry. https://t.co/kKnrYEkrRI",,,
"Religion0976","@ZZBottomHL Funny for someone of Jewish decent and the threats (normal citizens) are receiveing this is an example of NO ONE CARES ANYMORE.",,,
"Religion0977","I don’t feel like it’s being disrespectful.. if you know I’m not religious don’t bring up no Jesus shit.. pray for me in silent cause imma make you mad .",,,
"Religion0978","Lord, you are my rock and my fortress❤️",,,
"Religion0979","Gospel of the Day (17:20-25)
Asked by the Pharisees when the Kingdom of God would come, Jesus said in reply, “The coming of the Kingdom of God cannot be observed, and no one will announce, 'Look, here it is,' or, 'There it is.' For behold, the kingdom of God is among you.""",,,
"Religion0980","Psalm 56:6 They gather together, They hide, they mark my steps, When they lie in wait for my life.

Brethren, I declare over your life today, that may those who gather together against your life to oppress you, be destroy in Jesus mighty name amen 🙏🙏🙏",,,
"Religion0981","@NoRetreat6 @hughriminton @TroyPSimpson Jesus came for the crippled. Those crippled emotionally, mentally etc of which every human being is...crippled.
Today I have walked free from a. hellish childhood due to his grace and my daily walk with him...Humility is the cost you pay to experience him...",,,
"Religion0982","I wanna thank not only God but Jesus too",,,
"Religion0983","@eugenegu The only people I bend the knee for are God and Jesus",,,
"Religion0984","So where did the superstition around Friday 13th come from??

It is thought to originate with the Last Supper, which was attended by 13 people – Jesus Christ and his 12 disciples – on Maundy Thursday, the night before his crucifixion by Roman soldiers on Good Friday. #funfact https://t.co/NzCC8IEOVR",,,
"Religion0985","Caliph of the Messiah Hazrat Mirza Masroor Ahmad (May Allah be his Helper) is the current and fifth caliph, and leader of the worldwide Ahmadiyya Muslim Community. https://t.co/wFMBdViWGZ",,,
"Religion0986","@SammieLaolu @Mazigburugburu1 @bimbo_cash Sir I have never in my life before and am also a fashion designer pls help me may God continue to be with you and your household u will never lack anything good in Jesus name https://t.co/1CeyS90SJh",,,
"Religion0987","@DanielD86829949 @e_neko_san @AKMacTavish @bklynymk @HarrisMordechai @malkaavram @son_pharaohs @dlsmith0817 @HawardDaniel @Bobby6172 @AnastasiaKLynch @Byrnzie800 @TelAvivbroker @Levi_Genes_ @OpinionMinister @AaIsrael2 @EyadHistorical @MargolisShana @StewartMills @TheZionist3 @hellium_w @ilan_ber @VeronicaTalbot9 @Anticonspiracy2 @robinsonmsr10 @danlivni @gagne_laurent @Artspeakcentral @ana_mariamafalh @Scribejohnm @adinhaykin @Rozov8 @Leylakhalid22 @TiranaBloohn @DianaMeijer1 @ZionistColonist @mariamd3sh_ @sajvenchy @RulesElsa @nifkadimnohahim @ChaimYankel18 @Mooke53950109 @ldw1532 @fladjah @yes_we_cat @grafov_alex @MCMore88 @garlic_pickle @amazigh_mohand @MisterTwyst ""The Allied Powers unanimously Ag[r]ee’s it did not constitute the basis for any legal claim.""?  
 
What the hell are you talking about? A Jewish state in Palestine had been fully accepted by the League of Nations, but Britain betrayed the Jews &amp; failed to accomplish it.",,,
"Religion0988","@khanumarfa If you don’t like other religion and think urs is superior then keel people and take out victim card.

Inspired by terrorist religion only,  Pee Lord !
#VictimCard",,,
"Religion0989","Ah sinful nation, a people laden with iniquity, a seed of evildoers, children that are corrupters: they have forsaken the LORD, they have provoked the Holy One of Israel unto anger, they are gone away backward.

Isaiah 1:4
King James Version (KJV)
#PureDoctrinesOfChrist",,,
"Religion0990","Blessed be the Lord, who daily loadeth us with benefits, even the God of our salvation. Selah. - Psalms 68:19

#PureDoctrinesOfChirst 
#GlobalPrayerForHumanity",,,
"Religion0991","@teresaleoc Jesus I trust in you.",,,
"Religion0992","""But for us there is only one God, who is the Father. All things come from him and we live for him. There is only one Lord, who is Jesus Christ. HE MADE EVERYTHING BY HIS POWER. And He causes us to continue living by His power."" 1Cor 8:6

Their's a potent POWER in the name JESUS!",,,
"Religion0993","Lord jesus join me as I take this new step. Its first time doing this, not perfect at all. I believe I can do all things through christ who strengthens me. 🤗",,,
"Religion0994","Me when my parents tried to make me a pious muslim https://t.co/S41sd54a8n",,,
"Religion0995","#AlKhidr_In_Islam
ALLAH KABIR IS AL - KHIDR 
AL KHIDR IS ALSO KNOWN AS JINDA SAINT. 
In the Muslim countries,numerous memorials of the AL KHIDR (Allah Kabir) are present. 
Know more watch SADHNA TV 7.30 to 8.30 pm

Last Prophet Sant Rampal Ji https://t.co/bNW8usXj28",,,
"Religion0996","@EL_Atheos @zruek @magicalorrs Mila insults Muslims and muslim sacred figures in public (not giving her opinion, but insulting and disrespecting human beings who believe in Islam). I disagree with this death threat the received tho",,,
"Religion0997","@sardesairajdeep @gilkumar @CPR_India Blame it on the Muslim ""Ghettoism"" outlook!",,,
"Religion0998","Blow to Hamas: Saudi Clerics Declare Muslim Brotherhood a Terrorist Organization - https://t.co/PI4NnOnAaV @JewishPress https://t.co/DpapogLQHi",,,
"Religion0999","Know that if you have Islam in your life then you have everything in your life, without Islam your life is full of darkness. May Allah keep us steadfast on our Deen and may he keep guiding Muslim ummah with his guidance.

Shared Using Muslim Calendar App
https://t.co/hBqvGtWEZ3",,,
"Religion1000","@fookinavacadous @damnhazza are u muslim?",,,
"Religion1001","@EsotericExposal Let me make it simple
Satanism and all its evil branches their head quarters are in US Israel UK and France, all of western world, and all of the non Muslim countries. Then they try to spread their webs in Muslim countries by deceiving them. It's Satan against people of Allah",,,
"Religion1002","Ether 2:12  12 And it came to pass that the Lord commanded that the Lamanites had pounted to witness doing unto his hills.",,,
"Religion1003","@NoobMemer0 @GorganH Yes, I critise any Muslim who cuts a guys head off over a cartoon. Or over anything really. It's barbaric. And once again me understanding doesn't excuse or explain them doing it in the name of the same religion.",,,
"Religion1004","@DaudaJibrin13 @Haliberry_mama @UsmanLa99879478 @Rahma_sadau I'm not Muslim and I will not insult you. The truth hurts, obviously u are dodging away from real issues like loss of life, and your fangs are very sharp for a female dress. You are the hypocrite",,,
"Religion1005","APOLLO'S Best Myths and Legends | God of Light and music GREEK MYTHOLOGY The Olympians

https://t.co/XoNDCp3G0W",,,
"Religion1006","#AlKhidr_In_Islam
Muslims believe that Al-Khidr is immortal, is alive even today &amp; is present on earth currently.He himself guides people,who are on the path of Allah but are confused. In reality he is Lord KABIR,who guided &amp; imparted true worship to pious.
Last Prophet Sant  Ji https://t.co/z3MMtRQbiU",,,
"Religion1007","#AlKhidr_In_Islam
Allahu Akbar Kabir God is mentioned in the Muslim religion book Fazaile Amaal. And this truth was told by spiritual leader Rampal Ji Maharaj Ji. He is the last messenger of God .

Last Prophet Sant Rampal Ji",,,
"Religion1008","@sally275275 @toomanyfbombs How did you become Muslim?",,,
"Religion1009","@Ijaz_khan1988 @landge14 @ImranKhanPTI Please go and read the bill
It is strictly stated that all minorities of Pakistan, Bangladesh and Afghanistan can take citizenship in India
It doesn't affect any Indian Muslim whatsoever",,,
"Religion1010","#AlKhidr_In_Islam Muslim scholars believe that al-Khidr can be recognized among many with his soft hands. God / Allah / Al-Khidr declares Kabir Ji: - Had cham lahu na more, jane satnam upasi. Taran Taran Abhay Pada (Moksha) Donor, I am Kabir Avinashi
Last Prophet Sant Rampal Ji https://t.co/llahmlo1Ja",,,
"Religion1011","@Jerusalem_Post @GYevarkan Careful muslim",,,
"Religion1012","@manakgupta Same way like Indian Muslim get angry on Pakistan attack 😂🤣",,,
"Religion1013","@imMAK02 Why it is always that muslim men found in kidnapping minor girls following different religion? What thinking/upbringing makes them pedophile 🤔🤔🤔🤔🤔🤔🤔🤔 https://t.co/ADA8yhC8QO",,,
"Religion1014","@NoobMemer0 @GorganH What about the ones who are already Muslim, commit terrible acts and don't think they need to repent because they're doing their gods will?",,,
"Religion1015","#AlKhidr_In_Islam

Last Prophet Sant Rampal Ji

All  Muslim brothers must know who is Allah kabir and 
Last Prophet Sant Rampal Ji 
Al- Khidr is that  Immortal Allah",,,
"Religion1016","@PTI_News Not to the extend they indulged in Hindu-Muslim,Mughal, Jinnah-Pakistan,love jihad and so on.",,,
"Religion1017","No Muslim should be deprived of dua.",,,
"Religion1018","No muslim will greet for this.😂😂😂 .Only Hindu know importance of Relations #BhaiDooj",,,
"Religion1019","Israel hails Saudi Arabian 'terror' label of Muslim Brotherhood https://t.co/0aQI4Udvp1",,,
"Religion1020","@zafarsareshwala How many Muslims contested in UP, Bihar, MP,CG, Maharashtra from BJP? BJP is not only communal but also anti Muslim.",,,
"Religion1021","#AlKhidr_In_Islam
Muslim bro must know
Last Prophet Sant Rampal Ji has clearly says that it was Allah Kabir with the name Al Khidr who came and met hazarat Muhammad and told him about himself
https://t.co/H6zCc8wla9",,,
"Religion1022","“100% muslim country” is a myth, a false claim.",,,
"Religion1023","@iamhakeem4 @MsJulieLenarz Do you have any proof and listen carefully I'm Muslim so I'm not abusing hope you'll under stood",,,
"Religion1024","@YasMohammedxx For a lot of people here and there, for you ( I assume ) and for ordinary individuals like me, ""values"" are not linked ""by default"" to religion(s) and religious faith . But, as we all know, this ISN'T everyone's worldview . We already know that a lot of muslim migrants",,,
"Religion1025","#AlKhidr_In_Islam 
Allah Kabir is al-Khidr
Al-Khidr is also called Jinda Pir.  There are many memories of Al-Khidr  in Muslim countries....",,,
"Religion1026","Mormon and his son Moroni spent their entire lives preserving, preparing, and protecting the records we now know as the Book of Mormon. They knew its message about the gospel of Jesus Christ was invaluable. 

What blessings has the Book of Mormon brought to your life? https://t.co/9PmLQHt2B8",,,
"Religion1027","any women wearing burkha and topi equal Muslim LMFAOOOOO 😂

why these people need validation from us for their festival never seen a muslim asking for validation for their festival. https://t.co/kzMTAXCU0Y",,,
"Religion1028","Pope Francis celebrates Mass on the World Day of the Poor https://t.co/KqSqehFqdA",,,
"Religion1029","When foreigners attack Bharat it is Muslim &amp; Hindu Indians who defend. #Jains, #Sikhs, #Gorkhas often hv sided with the enemy. Think about that.

As #Hindians invade #WestBengal it is again Hindu &amp; Muslim Bengalis fighting them back - no one else. @BanglaPokkho @BanglaSommelon https://t.co/5y85NAaqF8",,,
"Religion1030","#AlKhidr_In_Islam
Al-Khidr (Khizr) is God Kabir himself.
 He used to preach his true knowledge in the Muslim countries as a living Pir.  Al-Khidr (God Kabir) is known and worshiped by different names in different civilizations today.

Last Prophet Šant Rampal ji https://t.co/ONJF0Ffifl",,,
"Religion1031","""Prior to Joshua’s visit, multiple reconciliatory efforts had been made to restore peace in South Sudan, including a visit to Pope Francis in Vatican City where he famously kissed the feet of both leaders.""
Had to be a 'positive', pan-African slant...

https://t.co/HZWftOzWWj",,,
"Religion1032","@sardesairajdeep @gilkumar @CPR_India Muslim Muslim Muslim sick of it . Muslim are second biggest majority in India. Why don’t you so called independent journalist talk about the representation of Sikh , Buddhist , Jains , Christianity in parliament and state assembly",,,
"Religion1033","you don't look like a Muslim haha https://t.co/iYiN9TP9dz",,,
"Religion1034","@IndurChhugani OMG. Hindu-Muslim unity comes in a disguise

It only proves conclusively that they are made by the same GOD afterall no matter how much hate you sow",,,
"Religion1035","#islamic #countries #Shia Should #Bangladesh #Pakistan &amp; #Afghanistan's Muslim persecuted #Hindus &amp; #Christians allow persecutors to #India? Victims say NO. #Indianopposition &amp; West say 'you have to allow'! https://t.co/wSHO0uYNOD's https://t.co/zHTyJGmXUM https://t.co/DQ40dJznJ3Apollo  god of music and oracles ..... https://t.co/9gXPl9y16e",,,
"Religion1036","@Che_guevara_in_ Modiji is new lord to Indian hindu majoritian coz he and his party organization are anti Muslims
Only this
They are zero dead living if
Remove to big genocide of Indian history
1 1992 babri musjid demolition
2 2002 Gujarat Godhra Muslim genocide
No bjp no Modi if this was stopped",,,
"Religion1037","@RaghuRaj77#AlKhidr_In_Islam
Al-Khidr (Khizr) is God Kabir himself. He used to preach his true knowledge in Muslim countries in the form of alive Pir. Al-Khidr (God Kabir) is known and worshiped by different names in different civilizations today.
Last Prophet Sant Rampal Ji41200 https://t.co/OEO8WjWO3v",,,
"Religion1038","Is she Referring Diwali as Khusi and Bakri-Eid as Nafrat?
Such hatred for a Muslim festival won't be accepted 
I condemn this Tweet ! 
Shame! https://t.co/PDQEx3FQyV",,,
"Religion1039","#Islam #Muslim Hagia Sophia Falls Victim to Islamic Suprematism (Again) https://t.co/iNXIiSyTid",,,
"Religion1040","#AlKhidr_In_Islam
Allahu Akbar Kabir God is mentioned in the Muslim religion book Fazaile Amaal. And this truth was told by spiritual leader Rampal Ji Maharaj Ji. He is the last messenger of God .

Last Prophet Sant Rampal Ji https://t.co/hW69k7055E",,,
"Religion1041","Muslim Azeri (backed by Israel) breaks the bell from a Christian cross and says: “I will hang it on your (Armenians) mother”s breast. If she’s dead, I’ll hang it on your wife, on your daughter”. 

Christians have fled rather than face death from Israeli weapons. https://t.co/et02dQODDB",,,
"Religion1042","He ain’t no muslim bruv",,,
"Religion1043","@sardesairajdeep @gilkumar @CPR_India only speaking word Muslim is need for secular, other religion  chirsten, Sikh, Jain, Baudh, Parsi, jew are not part of secular u people only defaming the word secular, why not u people openly come forward for Muslim plz donot use word muslim for secularisim",,,
"Religion1044","Pope Francis: Stretch out your hand to the poor. 

Speaking from a window overlooking St. Peter’s Square Nov. 15, the fourth World Day of the Poor, the pope urged Christians to discover Jesus in the needy. https://t.co/hitzN62c5J",,,
"Religion1045","dear @rterdogan bn meaning to tweet u
love love love the fact that muslims cn finally pray at Hagia Sophia again congrats! well done🙏 
will u be the most decent muslim and welcome ur brother faith christians to worship @thegoodgodabove inside of HS as well? u share many prophets",,,
"Religion1046","Pope Francis expresses solidarity and offered prayers for the victims of #UlyssesPH in the Philippines. @Malaya_Online

📸:CTTO https://t.co/0A3Uamfs6B",,,
"Religion1047","@JAI69214005 @DrAmbardar @JoeBiden @DrBiden Do you know meaning shadhi Mubarak ? Same way Mr Joe said sal Mubarak ..even he said after saying happy Diwali ...don’t think Muslim or Arab word just we need wishes ..",,,
"Religion1048","@BIJUMADHAVAN12 @aenacholbe @Wsk41931 Oh the hypocrisy!
You people divide on the basis of religion!
You call Hindu's kafirs!
Chameleons all over!
Aware that it is the BJP which won elections in Ladakh, in muslim constituencies also!
Spreading rumours since 2014, unable to digest facts!",,,
"Religion1049","If a Muslim or Hindu girl from J&amp;K married a boy from Delhi or any other place, then she would have no right in the property of her father. We have changed it and restored their right to property: Shri @rsprasad https://t.co/SvGwhD7Vqv BJP4India",,,
"Religion1050","the pope is an ass guy because god created us all in his image (with an ass)",,,
"Religion1051","« Olivia you’re getting on that plane come Hell or High Water and to be clear... I’m the Hell, and the High Water. »

We don’t deserve Papa Pope!!!!! 😭 If you’ve not watched Scandal yet, don’t be left out. https://t.co/25JVwFszCF",,,
"Religion1052","At 7,54; Prominent Palestinian Christian businessman; ‘Saying Christians leave under Muslim duress is a great selling point. I have never heard somebody leaving because of Islamic prosecution.’
10.40; Avi Shavit, ‘Christians suffer from Israeli policies’
https://t.co/HOkMEaVn3W",,,
"Religion1053","Prophet Muhammad (PBUH) says: 
If my servant intends evil, do not write it. If he acts on it, write it down as an evil. If my servant intends good, write him a good deed. If it works, write it as 7 to 700 points
Muslim # 334/335
#حديث 
==============
Common Sense Uncommon Success https://t.co/p4W2GUeJOE",,,
"Religion1054","@Assimalhakeem I want to acquire the basic knowledge a muslim should have i.e about tawheed, pillars of islam, articles of faith, etc.
I dont know any scholar near me whom I can learn from. Do you know of an authentic online course in english that i should get enrolled in.
Thanks",,,
"Religion1055","@omthanvi @IndianExpress But you are MUSLIM.................",,,
"Religion1056","@asifahmedapt No, she's Muslim Nazneen Ansari from Varanasi/ Banaras Aka Koyoto 
You'll find her in Burkha only when she's facing camera and doing such things. Else Bibi doesn't wear Burkha. https://t.co/3rd64bGHt5",,,
"Religion1057","@AyaIsleemEn They are beast and brutal .. 
Allah will punished them
because as  muslim 
we are failed to stop them.",,,
"Religion1058","@godless_mom That's a good question. It's like being named Muslim or Budist. The child is strongly attracted by religion and avoid secular facts merely by being forced to use a religious name. Baby names representing pre-determined beliefs should be illegal.",,,
"Religion1059","@chow_chow_bath @MichaelKugelman Yeah and Muslim must have some other excuse. You are justifying terrorism. By this definition every terrorist attack can be justified by Indian occupation on Kashmir.",,,
"Religion1060","@drshamamohd Muslim hi 
all will jutify",,,
"Religion1061","@_sabanaqvi Scratch a liberal muslim and you will find a Mulla demanding submission of Kafirs.

No matter how much you pretend, in the end, the inner Aurangzeb shows through.",,,
"Religion1062","#AlKhidr_In_Islam
All  Muslim brothers must know who is Allah kabir and 
Last Prophet Sant Rampal Ji 
Al- Khidr is that  Immortal Allah
@SantRampalJiMa https://t.co/8KzB5g6KR5",,,
"Religion1063","@2Broke4BTS Im Muslim too :D",,,
"Religion1064","omg a lady just came and ask me whether i’m muslim kwjfjakd i said no bc i felt intimidated HAHAHAHA",,,
"Religion1065","@muchrejoicing Banning travel from exactly which countries? There are a bunch of countries that are predominantly Muslim that weren’t banned. Why is that? Maybe it was more about the *people* in those countries where terrorists live? Look it up. Yes- that’s a challenge.",,,
"Religion1066","@Stevefree7 @Jay_Beecher @ApsanaBegumMP As a muslim cant she be flogged and stoned as well?",,,
"Religion1067","@Olayinkaabby4 @50shades_of_blu @dejiimole Lol I have Muslim friends and I just respect myself when it comes to anything about your religion. 
Say what you want but the fact that Christians will never raise weapons to kill anyone for slandering our religion is very clear.",,,
"Religion1068","“A believer is not bitten twice from the same hole.” (A believer is not mistaken twice with the same fault) .
[Bukhari,  Muslim, Dhuhd ]",,,
"Religion1069","@CrispyCurry @GorganH In Islam, The worst mocker can be one day a Muslim and repent for his mistakes. They have the potential to do that.",,,
"Religion1070","@DARBYseasons @SavageEtika I’m Muslim so fuck her a million times we should respect every religion I’m a Muslim but if I don’t respect other religions I’m a jerk and even in Islam it says we should respect everyone so we should love and hate someone for them and not for their beliefs",,,
"Religion1071","@PrinceLucifer_1 @TamirFriedman Darul islam, idc for arab nationalism I'm a muslim first and an arab second""@Tarosungchan @jmnbratzz i have every right as a muslim and a desi to want nct the worst for all terr0rism they've been doing !
Is it because i’m a muslim.. https://t.co/dd7K8PBZrs
@ezro_restricto You’re just Muslim like that
""#AlKhidr_In_Islam
Muslim religious leaders believe that rebirth does not occur. While Baakhbar Saint Rampal Ji Maharaj attested from Quran Sura Ambiya 21 verse 104,He said that reincarnation takes place. The correct information of Allah is only with Last Prophet Sant Rampal Ji. https://t.co/vEDjPpemKU",,,
"Religion1072","You don’t look like a #Muslim and sometimes you don’t look like a #Bihari 😠 https://t.co/MXZ1cPH6oT",,,
"Religion1073","@auroreberge @moreaujb23 They talk about freedom and they don't want Muslim women to wear the hijab . What is freedom, clumsy?!",,,
"Religion1074","@RaJAAdE46721222 @UN If you want to deny the facts then I can't do anything. Because of cartoons on Muhammad, a muslim killed few people in france. Muslim religion is not at all tolerant. No one of other religion in this world like Islam. Islamaphobia is going to increase a lot because muslims kill.",,,
"Religion1075","The Muslim man was innocent. He just obeyed the #ProphetMuhammad's order.

""Fight against the people as long as they do not declare 'La ilaha illallah Muhammadur Rasulullah' (There is no God but Allah &amp; Muhammad is his messenger).""

Sahih Muslim 21 a

https://t.co/M3kEnN9W33 https://t.co/Mdotl6OL23",,,
"Religion1076","@Starktruthradio Twice the Christian Church refused the Muslim temptation, when it debated whether to include Christ as a god and once to include him as a prophet...Twice the Church took the risk and twice the Church survived alone and succeeded alone, Chesterton",,,
"Religion1077","My family and friends say my luck went from good to worse once I leave church to be Muslim. Luxury Home in beautiful location beautiful girl friend  luxury travel living to having no home, marriage, beautiful life with Muslims. Family say Jesus angry with me",,,
"Religion1078","I’m Muslim African American I’m Sunni from Hidden Hills California my religion Islam it’s religion of Peace not killing. I love my country USA, Love Kuwait, Love Saudi Arabia I love Arab brothers and Sisters they don’t love us in return. I’ve had bad experience racism #Islam",,,
"Religion1079","@2Broke4BTS Hello :) I’m a Muslim",,,
"Religion1080","@CashApp @AustinOnTwitter according to Greek Mythology what instrument was made popular by Apollo?",,,
"Religion1081","#AlKhidr_In_Islam Al-Khidr (Khizr) is God Kabir himself.
 He used to preach his true knowledge in the Muslim countries as a living Pir.  Al-Khidr (God Kabir) is known and worshiped by different names in different civilizations today.
Visit the Satlok Ashram YouTube channel for m https://t.co/zMuGGjwhcj",,,
"Religion1082","@ash14185701 @JoeBiden @MilanV @DrBiden @SenKamalaHarris @KamalaHarris @KamalaHQ Hinduism has many good things to teach;it uses idols too.They are not a must. It is not a single religion.There are many ways to pray God or live without praying to God.All these are wrongly classed as a religion.Muslims too kill Muslim &amp; other Children &amp; others,forcibly convert.",,,
"Religion1083","@_AdukeAde And you're Muslim oo 🤨🙄",,,
"Religion1084","@AishaYesufu @Amadi_oha @_SirWilliam_ But this is the basis for most Muslim people belief. The reason why they don't talk to the authorities, why they are afraid to criticise their leaders.""@TheSquind That one day muslim population will surpass that of the hindus
@2Broke4BTS Im muslim😭
The Primordial Gods of #GreekMythology: https://t.co/xq1vgvMhvQ
Jabir (May Allah be pleased with him) said: The Messenger of Allah (PBUH) forbade urinating into stagnant water. [Muslim].
""@sardesairajdeep @gilkumar @CPR_India Still the one word
Muslim
Are Hindus the citizens of India",,,
"Religion1085","@kumar_akash1011 @NARAYANRAO12 @Shwetap661095 He won't reply to you, his mother's lover is a Muslim",,,
"Religion1086","@candy_heart10 Oooo you are Muslim 😱😱 what kind of Muslim you are??",,,
"Religion1087","“None of you will enter Paradise by his good deeds alone, nor would you be rescued from the Hellfire, not even myself, but for the mercy of Allah.”

Ṣaḥīḥ Muslim 2817",,,
"Religion1088","@MartinTwigs68 If you’re a freeloading Muslim contributing nothing to the rest of society, (all of them) then you have a valid point.",,,
"Religion1089","@Puntendre Very rare. Muslim?",,,
"Religion1090","@drshamamohd Why kappen in jail answer is simple = he is muslim",,,
"Religion1091","Here are some of the report's striking findings:

▪️ 29% of Muslim Labour members &amp; supporters (over 1 in 4) have directly experienced Islamophobia

▪️ 37% of Muslim Labour members &amp; supporters (over 1 in 3) have directly witnessed Islamophobia",,,
"Religion1092","A new report by @LabourMuslims was released over the weekend into Islamophobia and the experiences of Muslim Labour Party members and supporters. 

The report can be found here: https://t.co/3G8T0UHGmM

The results are worrying.",,,
"Religion1093","@sansbarrier Don't worry unlike Hindus, Muslim have guts and they won't leave some one who has targeted their God .",,,
"Religion1094","I don't think some Muslim m*n realise how deep it is to wrong someone.

Keep the ""Allah forgives, why can't we' statement. 

I want my justice.",,,
"Religion1095","@brainadam_01 Marriage is a must if you are a Muslim",,,
"Religion1096","@KVcJqZJ5qUcJx00 @EissaAF @RejaurKBhai21 @subboor18 But it may go against Jewish/Christian values if their children are raised as Muslims.. so can they ban their women from marrying Muslim men, and that will be justified?",,,
"Religion1097","@KhaledBeydoun Like you don't care About non Muslim victim just new excuses like islamophobia , Victim card",,,
"Religion1098","@_alolos_ Whoever relieves a believer’s distress of the distressful aspects of this world, Allah will rescue him from a difficulty of the difficulties of the Hereafter. (Muslim)
Neman taimako muke yi ba maula ba 😅 😆",,,
"Religion1099","If the president wasn’t from arewa or a Muslim all mosques would have turned to protest grounds by now. Why are we stabbing our selves? Why is silent the only way? If protest is not Islam then what of bad governance? What of neglect of the ppl you lead? 

Speak up for the people!",,,
"Religion1100","@anneapplebaum Anne, you would think when catastrophe will encompass them they would turn away.  NO!!! Like Pharoah did with the Hebrews, they will run to Trump their God, the next Pope not Francis and they will lead them to eternal damnation. Like they have for four years now.",,,
"Religion1101","@lovesicksbutera I'm muslim too",,,
"Religion1102","@sardesairajdeep @gilkumar @CPR_India What is secular in Muslim? If the representation is secular, it need not be anti Hindu or other than Hindu.",,,
"Religion1103","@queenbeee_27 If she is a Muslim toh hum log kya hain ? 😭😭",,,
"Religion1104","@JoeBiden @DrBiden between the Hindu and Muslim communities. Over 10,000 people have been killed in Hindu-Muslim communal violence since 1950 in 6,933 instances of communal violence between 1954 and 1982.[1]",,,
"Religion1105","अब ये कौन सा जिहाद है ?
Muslim girl refused the marriage,the hindu boys sprinkled oil &amp; set it on fire.
Why Justice is a myth in this country when it comes to Muslims?
#JusticeForGulnaz 
#JusticeForIndiasDaughters https://t.co/TmmEH005Gp",,,
"Religion1106","#AlKhidr_In_Islam
All  Muslim brothers must know who is Allah kabir and 
Last Prophet Sant Rampal Ji 
Al- Khidr is that  Immortal Allah
Last Prophet Sant Rampal Ji",,,
"Religion1107","@0knhan That does not mean it is not exclusionary. For Turkish nationalists, their culture means you ought to be (ideally Sunni) Muslim. I've met MHP types who categorically reject the notion of Turkish Jews or Christians.",,,
